Movie_ID,Title,Genre,Release_Year,Rating,Duration,Director,Country,Language,Budget,Revenue,Platform,Age_Rating,Added_Date,Status
47,3 Idiots,Horror,2022,6.8,121 min,Director 7,Canada,Spanish,$230M,,Disney+ Hotstar,PG-13,23-07-2023,Released
48, Joker ,Scifi,2020,9.2,136 min,Director 4,,English,$229M,"258,076",Amazon Prime,A,11-10-2025,Upcoming
49,Titanic,Acton,2021,8.0,177 min,Director 16,India,Spanish,,"394,232",Disney+ Hotstar,U,14-02-2025,Released
50,Moana,Action,2018,5.3,125 min,Director 12, usa ,Hindi,$230M,"911,184",Netflix,U/A,03-10-2023,Released
51, Joker ,Animation,2023,6.2,81 min,Director 15,Japan,,$57M,"453,601",Amazon Prime,PG-13,23-05-2023,Upcoming
52,Frozen,Comedy,2019,6.7,117 min,Director 23,Japan,English,$222M,"679,885",Disney+ Hotstar,U,20-12-2023,Upcoming
53,The Batman,Romnce,2019,8.3,172 min,Director 25,UK,,$40M,"551,034",Disney+ Hotstar,A,24-03-2020,Upcoming
54, KGF ,Drama,2024,9.7,147 min,Director 17,Japan,Hindi,$266M,"402,764",Amazon Prime,U,15-02-2021,Released
55,Bahubali,Horror,2018,5.1,148 min,Director 4,,english,$154M,"942,653",Amazon Prime,U,22-04-2023,Released
56,KGF,Comedy,2023,9.4,118 min,Director 21, usa ,English,$39M,"604,118",Netflix,U/A,18-03-2023,Upcoming
57,Dangal,Acton,2021,8.5,133 min,Director 21,USA,HINDI,$163M,,Amazon Prime,U/A,15-08-2021,Upcoming
58,Jawan,Romnce,2020,,115 min,Director 7,USA,HINDI,$128M,"711,994",Netflix,U,26-06-2021,Released
59,,Acton,2019,8.9,109 min,Director 11,UK,Spanish,,"248,133",Disney+ Hotstar,A,26-03-2020,Released
60,,Sci-Fi,2022,5.8,86 min,Director 5, usa ,Spanish,$52M,"896,370",Disney+ Hotstar,U,15-09-2021,Released
61,Pushpa,Action,2021,7.0,93 min,Director 16,,English,$184M,"167,129",Amazon Prime,A,13-10-2024,Upcoming
62,Moana,Comedy,2024,9.2,150 min,Director 24,Canada,HINDI,$136M,"947,464",Amazon Prime,PG-13,24-02-2022,Upcoming
63,KGF,Drama,2023,5.3,90 min,Director 3, usa ,English,$210M,"669,061",Disney+ Hotstar,A,22-02-2023,Upcoming
64,Coco,Romance,2022,5.5,144 min,Director 7,UK,,$75M,"669,376",Netflix,A,19-04-2023,Released
65,,Romance,2023,9.4,124 min,Director 1,UK,Hindi,$225M,,Disney+ Hotstar,U,03-12-2024,Released
66,Bahubali,Horror,2020,8.7,152 min,Director 20,USA,English,$45M,"378,453",Disney+ Hotstar,PG-13,16-10-2023,Upcoming
67,RRR,Horror,2021,8.3,155 min,Director 16,Japan,English,$48M,,Amazon Prime,U/A,25-03-2022,Upcoming
68,KGF,Thriller,2019,7.6,109 min,Director 17,india,English,$41M,"570,943",Netflix,A,19-07-2024,Upcoming
69,Coco,Horror,2019,8.0,168 min,Director 12,USA,HINDI,$144M,"510,536",Netflix,PG-13,28-05-2025,Upcoming
70, The Batman ,Acton,2023,7.4,179 min,Director 12,india,,$95M,"249,262",Netflix,U/A,20-03-2025,Released
71,Interstellar,Animation,2024,7.8,167 min,Director 19,india,,$245M,,Amazon Prime,A,26-05-2024,Released
72,Dangal,Animation,2018,,116 min,Director 3,USA,Spanish,$216M,"667,977",Disney+ Hotstar,U,15-10-2025,Released
73,KGF,Action,2021,9.3,123 min,Director 23,USA,Spanish,$40M,"548,449",Disney+ Hotstar,U/A,12-06-2022,Upcoming
74,Coco,Action,2024,6.6,122 min,Director 4, usa ,english,$96M,"696,679",Netflix,A,10-11-2025,Upcoming
75,3 Idiots,Romance,2022,8.8,96 min,Director 22,USA,,$280M,"471,316",Netflix,U/A,11-08-2021,Released
76,3 Idiots,Comedy,2022,9.0,147 min,Director 2,india,Spanish,$212M,"285,851",Disney+ Hotstar,U/A,24-08-2020,Upcoming
77,Dangal,Animation,2022,8.6,137 min,Director 8,Canada,english,$260M,"298,376",Disney+ Hotstar,PG-13,15-05-2023,Upcoming
78,Interstellar,Drama,2024,8.1,127 min,Director 18,USA,,$83M,"881,164",Amazon Prime,PG-13,17-03-2023,Released
79,The Batman,Action,2021,,144 min,Director 12,Canada,HINDI,$211M,"426,953",Netflix,A,26-03-2021,Released
80,Pushpa,Drama,2024,7.2,80 min,Director 3,India,english,$96M,"844,623",Disney+ Hotstar,PG-13,04-05-2021,Upcoming
81,,Thriller,2023,7.2,94 min,Director 16,India,,$143M,"398,439",Netflix,A,08-10-2023,Released
82,Titanic,Acton,2022,9.7,150 min,Director 1, usa ,HINDI,,"482,259",Disney+ Hotstar,U,12-02-2022,Released
83,Jawan,Horror,2019,,149 min,Director 11,UK,,$265M,"930,138",Netflix,PG-13,02-05-2021,Released
84,Frozen,Romance,2022,8.9,140 min,Director 9,India,,$202M,"148,886",Disney+ Hotstar,A,09-02-2022,Upcoming
85,Bahubali,Thriller,2020,7.4,143 min,Director 12,Japan,English,$60M,"942,184",Disney+ Hotstar,A,11-02-2020,Upcoming
86,Pushpa,Thriller,2019,6.7,85 min,Director 24,india,Spanish,$160M,"910,970",Netflix,U,22-11-2023,Upcoming
87, Interstellar ,Scifi,2023,5.2,88 min,Director 8,india,english,$36M,"795,460",Amazon Prime,A,15-02-2024,Released
88,Dangal,Sci-Fi,2018,,103 min,Director 16, usa ,Spanish,$153M,"319,626",Amazon Prime,PG-13,07-02-2021,Released
89,Moana,Comedy,2024,9.1,120 min,Director 22,india,,,"407,871",Netflix,U/A,26-06-2024,Released
90,Jawan,Sci-Fi,2024,6.7,153 min,Director 12,,Spanish,$64M,,Amazon Prime,PG-13,17-07-2023,Released
91,3 Idiots,Animation,2021,6.7,179 min,Director 18,UK,Hindi,$48M,"630,156",Amazon Prime,U/A,06-06-2025,Released
92,Dangal,Romance,2024,,105 min,Director 21,Japan,Hindi,$293M,"756,172",Disney+ Hotstar,U/A,06-11-2024,Upcoming
93, Inception ,Action,2023,6.3,106 min,Director 25, usa ,Spanish,$274M,"658,296",Disney+ Hotstar,A,16-04-2025,Upcoming
94,Pushpa,Drama,2021,7.2,123 min,Director 20,UK,english,$183M,"981,353",Amazon Prime,U/A,25-06-2024,Released
95, KGF ,Animation,2019,5.2,129 min,Director 20, usa ,Hindi,$101M,"691,738",Amazon Prime,U/A,25-03-2023,Upcoming
96,Joker,Comedy,2021,9.6,107 min,Director 19,india,English,,"963,669",Disney+ Hotstar,PG-13,10-09-2020,Released
97,Coco,Horror,2024,5.2,86 min,Director 19,Canada,english,$57M,"561,782",Disney+ Hotstar,A,27-10-2025,Released
98,3 Idiots,Horror,2022,8.6,105 min,Director 20, usa ,Spanish,,,Disney+ Hotstar,A,26-08-2024,Upcoming
99,3 Idiots,Horror,2022,6.9,158 min,Director 24,Japan,Spanish,$280M,"825,576",Amazon Prime,PG-13,27-01-2022,Upcoming
100,Jawan,Romnce,2018,6.3,163 min,Director 25,Canada,,,"636,644",Disney+ Hotstar,PG-13,05-11-2021,Released
101,Jawan,Thriller,2019,6.0,144 min,Director 25,,,$90M,"674,332",Disney+ Hotstar,PG-13,17-07-2022,Released
102,Moana,Horror,2023,8.5,162 min,Director 23,Japan,Spanish,$146M,"405,230",Amazon Prime,A,23-04-2025,Upcoming
103,KGF,Romance,2020,8.2,128 min,Director 13,india,Hindi,$167M,"180,354",Amazon Prime,A,24-08-2021,Released
104,RRR,Drama,2018,7.8,111 min,Director 2,Canada,,$71M,"834,483",Netflix,U/A,01-09-2021,Upcoming
105, Joker ,Romance,2020,5.3,178 min,Director 3,Canada,Spanish,$39M,"279,427",Netflix,U,27-07-2023,Released
106, Pushpa ,Scifi,2022,9.7,116 min,Director 15,,Hindi,$259M,"928,115",Amazon Prime,U/A,24-08-2025,Upcoming
107,,Horror,2024,8.2,104 min,Director 6, usa ,HINDI,$64M,"197,189",Netflix,PG-13,11-04-2020,Upcoming
108,Bahubali,Horror,2020,7.7,113 min,Director 21,india,,$80M,"263,415",Disney+ Hotstar,A,23-02-2025,Upcoming
109,Dangal,Drama,2021,8.6,157 min,Director 12, usa ,,$261M,"921,680",Netflix,U/A,22-10-2020,Upcoming
110,,Scifi,2018,,150 min,Director 17,Canada,Spanish,$104M,"632,452",Netflix,U/A,23-10-2023,Released
111,Moana,Acton,2021,5.3,139 min,Director 22,Japan,,,"103,763",Netflix,U,02-07-2022,Released
112, Inception ,Animation,2018,5.9,97 min,Director 25, usa ,english,$215M,"486,384",Netflix,U/A,21-06-2020,Released
113,Bahubali,Sci-Fi,2024,,82 min,Director 10,,,$237M,"943,235",Netflix,PG-13,12-03-2022,Released
114,,Romnce,2021,9.5,82 min,Director 8,Canada,English,$37M,"788,720",Netflix,U/A,24-01-2023,Upcoming
115,The Batman,Action,2019,6.4,173 min,Director 19,india,Spanish,$184M,"997,146",Disney+ Hotstar,U/A,14-05-2022,Released
116,Interstellar,Animation,2018,9.5,165 min,Director 13,india,,$96M,"288,772",Disney+ Hotstar,PG-13,08-04-2022,Released
117,Moana,Thriller,2022,6.9,112 min,Director 7,india,,,"479,094",Disney+ Hotstar,U/A,02-05-2023,Released
118,Titanic,Romnce,2022,6.0,122 min,Director 10,India,Hindi,$80M,"872,490",Netflix,U/A,13-04-2024,Upcoming
119,Pushpa,Horror,2020,7.5,143 min,Director 15,USA,,$183M,"479,320",Amazon Prime,U,19-04-2025,Released
120,Avatar,Scifi,2023,5.7,122 min,Director 8, usa ,Spanish,$275M,"801,345",Amazon Prime,PG-13,24-11-2025,Upcoming
121,Moana,Drama,2019,7.3,149 min,Director 21,India,Spanish,,"937,684",Netflix,U,14-03-2025,Released
122, Titanic ,Acton,2021,8.0,165 min,Director 20,,,$23M,"521,012",Netflix,A,18-05-2020,Upcoming
123, Interstellar ,Drama,2019,7.5,125 min,Director 9, usa ,English,$227M,"349,713",Netflix,A,22-02-2025,Released
124,Titanic,Animation,2018,8.4,90 min,Director 16, usa ,,$68M,"143,235",Netflix,PG-13,09-01-2020,Upcoming
125,Inception,Action,2019,8.6,171 min,Director 13,USA,english,$143M,"969,398",Disney+ Hotstar,A,13-12-2021,Released
126,,Thriller,2019,6.6,178 min,Director 20, usa ,english,,"561,502",Netflix,A,18-07-2023,Released
127,Bahubali,Sci-Fi,2023,,114 min,Director 5, usa ,,$98M,"424,369",Netflix,U,01-05-2023,Upcoming
128, RRR ,Thriller,2021,7.5,93 min,Director 1,USA,english,$186M,"112,298",Amazon Prime,PG-13,25-02-2025,Released
129, Interstellar ,Romance,2020,5.7,101 min,Director 14,Japan,HINDI,$59M,"352,738",Disney+ Hotstar,PG-13,20-10-2021,Upcoming
130, Jawan ,Thriller,2020,6.8,122 min,Director 15,india,HINDI,$89M,"717,970",Disney+ Hotstar,U/A,16-06-2021,Upcoming
131,KGF,Animation,2022,6.6,115 min,Director 13,india,English,$122M,"658,184",Disney+ Hotstar,U,24-08-2025,Released
132,Moana,Comedy,2024,8.8,166 min,Director 16,UK,,$149M,"832,433",Amazon Prime,U,15-10-2023,Upcoming
133,Coco,Horror,2023,7.6,161 min,Director 3,USA,Hindi,$201M,"727,045",Disney+ Hotstar,PG-13,25-06-2023,Released
134,Avatar,Acton,2022,7.8,137 min,Director 12, usa ,HINDI,$276M,"125,494",Netflix,A,14-02-2020,Released
135,Dangal,Sci-Fi,2022,7.3,136 min,Director 24,,english,,,Disney+ Hotstar,U,01-06-2025,Released
136,Interstellar,Acton,2019,6.6,134 min,Director 15,Canada,HINDI,$115M,"542,405",Netflix,U/A,15-10-2023,Upcoming
137,Avatar,Comedy,2022,9.2,103 min,Director 12,india,Hindi,$154M,"601,540",Disney+ Hotstar,A,20-07-2024,Upcoming
138,Jawan,Scifi,2019,8.4,118 min,Director 20,USA,,$80M,"219,187",Amazon Prime,U/A,17-07-2023,Released
139,Bahubali,Acton,2023,9.5,102 min,Director 18,UK,HINDI,$115M,"561,634",Netflix,A,01-08-2021,Released
140,Bahubali,Animation,2021,7.0,136 min,Director 16,UK,English,$132M,"381,230",Disney+ Hotstar,A,06-08-2024,Upcoming
141,Jawan,Acton,2024,7.6,176 min,Director 2,,Spanish,$237M,"949,669",Netflix,A,28-01-2023,Upcoming
142, Dangal ,Comedy,2024,6.0,174 min,Director 19,india,,$239M,"242,803",Netflix,U/A,26-01-2024,Upcoming
143, RRR ,Romance,2020,9.6,145 min,Director 22,USA,Hindi,$230M,"383,887",Disney+ Hotstar,U/A,23-03-2021,Released
144,KGF,Romnce,2021,7.8,114 min,Director 21, usa ,HINDI,$67M,"867,284",Disney+ Hotstar,A,15-08-2022,Released
145,Titanic,Romnce,2023,5.3,148 min,Director 13,Canada,HINDI,$273M,"948,290",Amazon Prime,U/A,19-08-2022,Released
146,Inception,Animation,2018,9.1,136 min,Director 15,India,HINDI,$87M,"409,162",Amazon Prime,U,21-06-2022,Released
147,Dangal,Action,2021,8.5,176 min,Director 8, usa ,,$68M,,Amazon Prime,U,05-10-2021,Upcoming
148,,Horror,2024,9.1,168 min,Director 5,,English,$65M,"204,105",Amazon Prime,A,10-03-2023,Released
149,,Scifi,2018,5.8,124 min,Director 24,Canada,,$230M,"553,880",Netflix,U,04-03-2020,Upcoming
150,Dangal,Drama,2019,5.4,150 min,Director 20,Japan,,,"996,308",Netflix,U/A,24-07-2022,Released
151, The Batman ,Animation,2023,7.5,81 min,Director 12,india,Hindi,$235M,"799,176",Amazon Prime,U,01-10-2020,Released
152,RRR,Thriller,2022,8.4,178 min,Director 14, usa ,,$294M,"256,284",Netflix,A,03-09-2021,Released
153,KGF,Romnce,2023,6.5,135 min,Director 24,Canada,English,$242M,"726,623",Netflix,A,22-12-2025,Released
154,,Drama,2023,,143 min,Director 12,Japan,Hindi,$157M,"220,789",Netflix,A,26-07-2022,Released
155,RRR,Comedy,2021,6.7,143 min,Director 19,UK,english,$72M,"790,740",Netflix,U/A,24-09-2020,Released
156,Avatar,Thriller,2019,9.6,84 min,Director 18, usa ,Hindi,$233M,"427,277",Netflix,A,04-09-2025,Released
157,Interstellar,Action,2021,,139 min,Director 10,Japan,english,$253M,,Netflix,A,19-05-2025,Released
158,Moana,Sci-Fi,2023,8.7,111 min,Director 5,India,HINDI,,"751,859",Disney+ Hotstar,U,11-01-2025,Upcoming
159,Pushpa,Sci-Fi,2021,5.3,98 min,Director 23,Japan,English,,"965,532",Amazon Prime,A,15-12-2020,Released
160,3 Idiots,Scifi,2022,,164 min,Director 5,Canada,english,$181M,"502,717",Disney+ Hotstar,A,11-08-2022,Released
161, Titanic ,Scifi,2018,5.8,139 min,Director 11, usa ,English,$126M,"574,271",Netflix,U,06-11-2022,Released
162,Frozen,Comedy,2023,6.7,145 min,Director 2,Japan,english,$109M,,Amazon Prime,PG-13,18-12-2024,Released
163,Jawan,Drama,2018,,179 min,Director 8,UK,Hindi,$210M,"760,086",Disney+ Hotstar,A,27-02-2020,Released
164,Frozen,Drama,2018,9.0,122 min,Director 4,India,HINDI,,"543,841",Disney+ Hotstar,PG-13,16-01-2023,Upcoming
165,Interstellar,Romance,2020,5.7,158 min,Director 20,Canada,,$230M,"590,062",Netflix,A,13-03-2023,Released
166,The Batman,Action,2021,6.7,149 min,Director 16,india,Spanish,$218M,"126,326",Disney+ Hotstar,U/A,01-05-2020,Upcoming
167,Dangal,Drama,2018,6.2,148 min,Director 24,India,Hindi,$218M,"959,865",Netflix,U/A,08-10-2022,Upcoming
168,Avatar,Scifi,2022,9.6,143 min,Director 18,Japan,Hindi,$66M,,Disney+ Hotstar,U/A,01-09-2023,Released
169,KGF,Drama,2020,9.4,121 min,Director 2,India,Hindi,$92M,"966,538",Amazon Prime,U,12-12-2025,Upcoming
170,Jawan,Drama,2023,8.8,142 min,Director 21,india,Hindi,$202M,"703,834",Netflix,PG-13,10-12-2025,Upcoming
171, 3 Idiots ,Scifi,2021,8.7,152 min,Director 2,UK,Spanish,$133M,"206,959",Amazon Prime,U/A,11-12-2020,Released
172, Dangal ,Comedy,2024,8.1,122 min,Director 15,India,english,$54M,"905,110",Disney+ Hotstar,U,02-07-2023,Upcoming
173,Interstellar,Thriller,2020,5.5,141 min,Director 19,Canada,Hindi,$37M,"426,267",Netflix,U,11-03-2023,Released
174,Titanic,Comedy,2020,7.9,141 min,Director 23,India,HINDI,$104M,"544,160",Netflix,U,11-04-2021,Upcoming
175,RRR,Comedy,2018,7.6,142 min,Director 5,India,english,,"943,677",Disney+ Hotstar,PG-13,07-02-2020,Released
176,Interstellar,Animation,2024,8.8,140 min,Director 16,Japan,English,$218M,"490,378",Netflix,PG-13,02-05-2023,Upcoming
177,RRR,Action,2019,8.2,90 min,Director 22,india,Spanish,$136M,"960,396",Disney+ Hotstar,PG-13,18-11-2023,Released
178,Joker,Action,2022,7.5,153 min,Director 22,UK,English,$249M,"271,995",Netflix,U/A,05-01-2023,Released
179,Coco,Drama,2024,6.5,173 min,Director 3,USA,HINDI,$186M,"632,469",Netflix,PG-13,04-07-2021,Released
180,Jawan,Comedy,2024,7.6,124 min,Director 14,Japan,HINDI,$262M,,Amazon Prime,PG-13,05-10-2024,Upcoming
181,Inception,Sci-Fi,2018,9.4,127 min,Director 1,india,english,$271M,"801,100",Netflix,U/A,10-12-2023,Upcoming
182,RRR,Comedy,2019,9.4,132 min,Director 24,,Spanish,$48M,"262,067",Amazon Prime,PG-13,05-09-2024,Released
183,Interstellar,Action,2019,,86 min,Director 12,Canada,english,$257M,"750,945",Netflix,U,08-06-2023,Upcoming
184,Interstellar,Acton,2020,9.0,113 min,Director 24,USA,english,,,Disney+ Hotstar,U/A,28-04-2025,Released
185,Frozen,Action,2024,8.7,81 min,Director 16,UK,,$24M,"722,824",Amazon Prime,A,14-07-2022,Upcoming
186,RRR,Acton,2024,7.8,80 min,Director 17,india,Spanish,$164M,"210,493",Netflix,A,09-11-2022,Upcoming
187,RRR,Romnce,2020,7.5,110 min,Director 2, usa ,,$91M,"771,509",Amazon Prime,A,14-07-2023,Released
188,Frozen,Romnce,2022,7.3,165 min,Director 12,Japan,Hindi,$112M,"582,131",Disney+ Hotstar,A,24-09-2021,Upcoming
189,Titanic,Romance,2021,6.6,113 min,Director 19,Japan,HINDI,$260M,,Disney+ Hotstar,U,16-04-2024,Released
190,Bahubali,Drama,2019,6.6,152 min,Director 15,UK,english,$112M,"599,340",Disney+ Hotstar,U/A,11-11-2020,Released
191,Moana,Drama,2022,7.3,177 min,Director 25,USA,Hindi,$239M,"588,392",Netflix,U,18-04-2025,Upcoming
192,Avatar,Acton,2019,,80 min,Director 21,Canada,Hindi,$196M,"205,392",Disney+ Hotstar,A,06-02-2020,Upcoming
193,Pushpa,Acton,2020,8.3,97 min,Director 11,,english,$104M,"931,413",Netflix,U/A,08-12-2021,Released
194, Avatar ,Horror,2023,5.2,161 min,Director 9,India,Spanish,$75M,"120,049",Disney+ Hotstar,U,14-08-2023,Released
195, RRR ,Romnce,2023,,133 min,Director 22,USA,,$90M,"207,523",Disney+ Hotstar,U,10-02-2020,Upcoming
196,Frozen,Acton,2019,7.0,100 min,Director 2,,Hindi,$266M,"102,013",Disney+ Hotstar,U,04-10-2025,Upcoming
197,3 Idiots,Comedy,2023,9.3,162 min,Director 8,,english,$45M,"278,895",Netflix,A,12-11-2022,Upcoming
198,Jawan,Action,2018,8.2,101 min,Director 11,india,HINDI,$157M,"195,381",Amazon Prime,U/A,04-07-2023,Upcoming
199,RRR,Animation,2024,9.3,101 min,Director 4,UK,,$101M,"704,494",Disney+ Hotstar,PG-13,06-10-2023,Upcoming
200,Avatar,Drama,2021,5.5,132 min,Director 15,India,English,$180M,,Disney+ Hotstar,U/A,22-06-2024,Released
201,Coco,Horror,2023,6.8,151 min,Director 20,India,English,$100M,"580,872",Amazon Prime,U/A,03-08-2022,Released
202, KGF ,Sci-Fi,2022,6.9,110 min,Director 3,,HINDI,$249M,"610,457",Amazon Prime,U,16-12-2025,Released
203, Jawan ,Acton,2018,8.8,159 min,Director 21,Japan,Spanish,$253M,"472,845",Netflix,U/A,28-08-2022,Upcoming
204, Dangal ,Romnce,2019,,125 min,Director 21,Japan,Spanish,$74M,,Netflix,PG-13,05-12-2025,Upcoming
205, Jawan ,Comedy,2024,7.2,180 min,Director 7,india,English,$43M,"957,688",Disney+ Hotstar,U,25-08-2023,Released
206,,Action,2022,9.0,141 min,Director 17,UK,,$85M,"773,614",Disney+ Hotstar,A,17-07-2023,Released
207,RRR,Romance,2021,5.7,157 min,Director 23,Japan,,$180M,"666,647",Netflix,U/A,07-10-2025,Upcoming
208, Dangal ,Romnce,2019,8.3,121 min,Director 23,USA,english,$233M,"961,546",Amazon Prime,PG-13,26-01-2024,Released
209, Avatar ,Action,2019,8.8,116 min,Director 22,Japan,Hindi,$171M,"654,033",Amazon Prime,PG-13,04-10-2025,Released
210,Bahubali,Romance,2023,9.4,129 min,Director 14,india,Spanish,,"307,635",Amazon Prime,U/A,21-12-2025,Upcoming
211,Frozen,Romance,2021,8.3,103 min,Director 6,USA,HINDI,,"370,133",Netflix,A,01-06-2023,Released
212,Inception,Action,2024,8.0,164 min,Director 10,,Spanish,$57M,"425,538",Netflix,U/A,17-02-2024,Released
213,Coco,Horror,2019,8.2,122 min,Director 12,Japan,Hindi,$291M,"674,843",Disney+ Hotstar,U,04-11-2022,Upcoming
214,The Batman,Scifi,2019,8.3,121 min,Director 13,USA,HINDI,$164M,,Disney+ Hotstar,A,17-09-2023,Upcoming
215,Inception,Horror,2022,5.5,178 min,Director 18,India,,,"892,218",Disney+ Hotstar,PG-13,27-02-2021,Upcoming
216, Titanic ,Animation,2023,5.4,86 min,Director 6,Japan,Spanish,,"364,417",Amazon Prime,PG-13,21-07-2023,Upcoming
