Movie_ID,Title,Genre,Release_Year,Rating,Duration,Director,Country,Language,Budget,Revenue,Platform,Age_Rating,Added_Date,Status
22,Jawan,Romance,2018,5.0,148,Director 22,CANADA,english,189.0,779868.0,Netflix,A,2025-05-17,Upcoming
23,Kgf,Drama,2019,9.5,166,Director 24,UK,spanish,227.0,100311.0,Amazon Prime,U/A,2024-10-14,Upcoming
24,Moana,Action,2021,9.6,174,Director 6,USA,english,191.0,869240.0,Disney+ Hotstar,A,2021-04-08,Released
25,Inception,Comedy,2021,8.0,104,Director 23,USA,hindi,95.0,105914.0,Netflix,PG-13,2025-03-08,Upcoming
26,Inception,Comedy,2021,7.2,147,Director 18,INDIA,hindi,278.0,661456.0,Netflix,PG-13,2021-05-15,Upcoming
27,Joker,Comedy,2023,6.3,120,Director 18,USA,hindi,216.0,823219.0,Netflix,PG-13,2024-06-14,Upcoming
30,Rrr,Horror,2020,6.8,176,Director 14,JAPAN,english,296.0,,Amazon Prime,U/A,2025-02-21,Released
31,Avatar,Action,2022,5.6,165,Director 4,CANADA,hindi,208.0,721986.0,Disney+ Hotstar,U,2022-03-25,Released
32,Avatar,Thriller,2021,6.0,155,Director 23,CANADA,english,174.0,714824.0,Netflix,U,2023-09-12,Upcoming
33,Titanic,Thriller,2024,7.1,126,Director 21,INDIA,,110.0,766276.0,Disney+ Hotstar,PG-13,2025-07-15,Upcoming
34,Kgf,Comedy,2020,6.2,139,Director 19,USA,english,171.0,286499.0,Netflix,A,2022-05-26,Upcoming
35,Rrr,Sci-Fi,2018,7.0,151,Director 25,CANADA,,271.0,117095.0,Amazon Prime,U/A,2021-12-13,Upcoming
36,Dangal,Thriller,2023,6.7,138,Director 9,JAPAN,english,118.0,860548.0,Disney+ Hotstar,U/A,2025-04-07,Upcoming
37,Rrr,Action,2022,5.5,104,Director 10,CANADA,english,27.0,229280.0,Netflix,U,2025-05-18,Released
38,Joker,Romance,2021,6.6,86,Director 9,INDIA,english,225.0,690644.0,Disney+ Hotstar,U,2024-03-05,Upcoming
39,Titanic,Thriller,2022,8.0,179,Director 17,USA,hindi,172.0,539312.0,Disney+ Hotstar,U,2020-12-20,Released
40,Frozen,Sci-Fi,2019,5.8,132,Director 15,INDIA,english,171.0,389719.0,Amazon Prime,U,2022-04-22,Released
41,Coco,Drama,2020,5.3,101,Director 10,JAPAN,hindi,175.0,378512.0,Disney+ Hotstar,PG-13,2024-02-15,Released
42,Coco,Action,2018,8.2,153,Director 19,INDIA,,40.0,279481.0,Disney+ Hotstar,PG-13,2024-03-09,Upcoming
43,Joker,Thriller,2020,5.5,100,Director 11,USA,,225.0,663037.0,Amazon Prime,U,2022-05-11,Released
44,Bahubali,Action,2023,7.2,86,Director 7,INDIA,spanish,246.0,308273.0,Disney+ Hotstar,U/A,2025-08-10,Upcoming
46,Coco,Sci-Fi,2021,6.8,156,Director 17,UK,english,232.0,906519.0,Amazon Prime,U,2022-12-10,Upcoming
47,3 Idiots,Horror,2022,6.8,121,Director 7,CANADA,spanish,230.0,,Disney+ Hotstar,PG-13,2023-07-23,Released
48,Joker,Sci-Fi,2020,9.2,136,Director 4,INDIA,english,229.0,258076.0,Amazon Prime,A,2025-10-11,Upcoming
49,Titanic,Action,2021,8.0,177,Director 16,INDIA,spanish,171.0,394232.0,Disney+ Hotstar,U,2025-02-14,Released
50,Moana,Action,2018,5.3,125,Director 12,USA,hindi,230.0,911184.0,Netflix,U/A,2023-10-03,Released
51,Joker,Animation,2023,6.2,81,Director 15,JAPAN,,57.0,453601.0,Amazon Prime,PG-13,2023-05-23,Upcoming
52,Frozen,Comedy,2019,6.7,117,Director 23,JAPAN,english,222.0,679885.0,Disney+ Hotstar,U,2023-12-20,Upcoming
53,The Batman,Romance,2019,8.3,172,Director 25,UK,,40.0,551034.0,Disney+ Hotstar,A,2020-03-24,Upcoming
54,Kgf,Drama,2024,9.7,147,Director 17,JAPAN,hindi,266.0,402764.0,Amazon Prime,U,2021-02-15,Released
55,Bahubali,Horror,2018,5.1,148,Director 4,INDIA,english,154.0,942653.0,Amazon Prime,U,2023-04-22,Released
56,Kgf,Comedy,2023,9.4,118,Director 21,USA,english,39.0,604118.0,Netflix,U/A,2023-03-18,Upcoming
57,Dangal,Action,2021,8.5,133,Director 21,USA,hindi,163.0,,Amazon Prime,U/A,2021-08-15,Upcoming
58,Jawan,Romance,2020,7.440392156862746,115,Director 7,USA,hindi,128.0,711994.0,Netflix,U,2021-06-26,Released
61,Pushpa,Action,2021,7.0,93,Director 16,INDIA,english,184.0,167129.0,Amazon Prime,A,2024-10-13,Upcoming
62,Moana,Comedy,2024,9.2,150,Director 24,CANADA,hindi,136.0,947464.0,Amazon Prime,PG-13,2022-02-24,Upcoming
63,Kgf,Drama,2023,5.3,90,Director 3,USA,english,210.0,669061.0,Disney+ Hotstar,A,2023-02-22,Upcoming
64,Coco,Romance,2022,5.5,144,Director 7,UK,,75.0,669376.0,Netflix,A,2023-04-19,Released
66,Bahubali,Horror,2020,8.7,152,Director 20,USA,english,45.0,378453.0,Disney+ Hotstar,PG-13,2023-10-16,Upcoming
67,Rrr,Horror,2021,8.3,155,Director 16,JAPAN,english,48.0,,Amazon Prime,U/A,2022-03-25,Upcoming
68,Kgf,Thriller,2019,7.6,109,Director 17,INDIA,english,41.0,570943.0,Netflix,A,2024-07-19,Upcoming
69,Coco,Horror,2019,8.0,168,Director 12,USA,hindi,144.0,510536.0,Netflix,PG-13,2025-05-28,Upcoming
70,The Batman,Action,2023,7.4,179,Director 12,INDIA,,95.0,249262.0,Netflix,U/A,2025-03-20,Released
71,Interstellar,Animation,2024,7.8,167,Director 19,INDIA,,245.0,,Amazon Prime,A,2024-05-26,Released
72,Dangal,Animation,2018,7.440392156862746,116,Director 3,USA,spanish,216.0,667977.0,Disney+ Hotstar,U,2025-10-15,Released
73,Kgf,Action,2021,9.3,123,Director 23,USA,spanish,40.0,548449.0,Disney+ Hotstar,U/A,2022-06-12,Upcoming
74,Coco,Action,2024,6.6,122,Director 4,USA,english,96.0,696679.0,Netflix,A,2025-11-10,Upcoming
75,3 Idiots,Romance,2022,8.8,96,Director 22,USA,,280.0,471316.0,Netflix,U/A,2021-08-11,Released
76,3 Idiots,Comedy,2022,9.0,147,Director 2,INDIA,spanish,212.0,285851.0,Disney+ Hotstar,U/A,2020-08-24,Upcoming
77,Dangal,Animation,2022,8.6,137,Director 8,CANADA,english,260.0,298376.0,Disney+ Hotstar,PG-13,2023-05-15,Upcoming
78,Interstellar,Drama,2024,8.1,127,Director 18,USA,,83.0,881164.0,Amazon Prime,PG-13,2023-03-17,Released
79,The Batman,Action,2021,7.440392156862746,144,Director 12,CANADA,hindi,211.0,426953.0,Netflix,A,2021-03-26,Released
80,Pushpa,Drama,2024,7.2,80,Director 3,INDIA,english,96.0,844623.0,Disney+ Hotstar,PG-13,2021-05-04,Upcoming
82,Titanic,Action,2022,9.7,150,Director 1,USA,hindi,171.0,482259.0,Disney+ Hotstar,U,2022-02-12,Released
83,Jawan,Horror,2019,7.440392156862746,149,Director 11,UK,,265.0,930138.0,Netflix,PG-13,2021-05-02,Released
84,Frozen,Romance,2022,8.9,140,Director 9,INDIA,,202.0,148886.0,Disney+ Hotstar,A,2022-02-09,Upcoming
85,Bahubali,Thriller,2020,7.4,143,Director 12,JAPAN,english,60.0,942184.0,Disney+ Hotstar,A,2020-02-11,Upcoming
86,Pushpa,Thriller,2019,6.7,85,Director 24,INDIA,spanish,160.0,910970.0,Netflix,U,2023-11-22,Upcoming
87,Interstellar,Sci-Fi,2023,5.2,88,Director 8,INDIA,english,36.0,795460.0,Amazon Prime,A,2024-02-15,Released
88,Dangal,Sci-Fi,2018,7.440392156862746,103,Director 16,USA,spanish,153.0,319626.0,Amazon Prime,PG-13,2021-02-07,Released
89,Moana,Comedy,2024,9.1,120,Director 22,INDIA,,171.0,407871.0,Netflix,U/A,2024-06-26,Released
90,Jawan,Sci-Fi,2024,6.7,153,Director 12,INDIA,spanish,64.0,,Amazon Prime,PG-13,2023-07-17,Released
91,3 Idiots,Animation,2021,6.7,179,Director 18,UK,hindi,48.0,630156.0,Amazon Prime,U/A,2025-06-06,Released
92,Dangal,Romance,2024,7.440392156862746,105,Director 21,JAPAN,hindi,293.0,756172.0,Disney+ Hotstar,U/A,2024-11-06,Upcoming
93,Inception,Action,2023,6.3,106,Director 25,USA,spanish,274.0,658296.0,Disney+ Hotstar,A,2025-04-16,Upcoming
94,Pushpa,Drama,2021,7.2,123,Director 20,UK,english,183.0,981353.0,Amazon Prime,U/A,2024-06-25,Released
95,Kgf,Animation,2019,5.2,129,Director 20,USA,hindi,101.0,691738.0,Amazon Prime,U/A,2023-03-25,Upcoming
96,Joker,Comedy,2021,9.6,107,Director 19,INDIA,english,171.0,963669.0,Disney+ Hotstar,PG-13,2020-09-10,Released
97,Coco,Horror,2024,5.2,86,Director 19,CANADA,english,57.0,561782.0,Disney+ Hotstar,A,2025-10-27,Released
98,3 Idiots,Horror,2022,8.6,105,Director 20,USA,spanish,171.0,,Disney+ Hotstar,A,2024-08-26,Upcoming
99,3 Idiots,Horror,2022,6.9,158,Director 24,JAPAN,spanish,280.0,825576.0,Amazon Prime,PG-13,2022-01-27,Upcoming
100,Jawan,Romance,2018,6.3,163,Director 25,CANADA,,171.0,636644.0,Disney+ Hotstar,PG-13,2021-11-05,Released
101,Jawan,Thriller,2019,6.0,144,Director 25,INDIA,,90.0,674332.0,Disney+ Hotstar,PG-13,2022-07-17,Released
102,Moana,Horror,2023,8.5,162,Director 23,JAPAN,spanish,146.0,405230.0,Amazon Prime,A,2025-04-23,Upcoming
103,Kgf,Romance,2020,8.2,128,Director 13,INDIA,hindi,167.0,180354.0,Amazon Prime,A,2021-08-24,Released
104,Rrr,Drama,2018,7.8,111,Director 2,CANADA,,71.0,834483.0,Netflix,U/A,2021-09-01,Upcoming
105,Joker,Romance,2020,5.3,178,Director 3,CANADA,spanish,39.0,279427.0,Netflix,U,2023-07-27,Released
106,Pushpa,Sci-Fi,2022,9.7,116,Director 15,INDIA,hindi,259.0,928115.0,Amazon Prime,U/A,2025-08-24,Upcoming
108,Bahubali,Horror,2020,7.7,113,Director 21,INDIA,,80.0,263415.0,Disney+ Hotstar,A,2025-02-23,Upcoming
109,Dangal,Drama,2021,8.6,157,Director 12,USA,,261.0,921680.0,Netflix,U/A,2020-10-22,Upcoming
111,Moana,Action,2021,5.3,139,Director 22,JAPAN,,171.0,103763.0,Netflix,U,2022-07-02,Released
112,Inception,Animation,2018,5.9,97,Director 25,USA,english,215.0,486384.0,Netflix,U/A,2020-06-21,Released
113,Bahubali,Sci-Fi,2024,7.440392156862746,82,Director 10,INDIA,,237.0,943235.0,Netflix,PG-13,2022-03-12,Released
115,The Batman,Action,2019,6.4,173,Director 19,INDIA,spanish,184.0,997146.0,Disney+ Hotstar,U/A,2022-05-14,Released
116,Interstellar,Animation,2018,9.5,165,Director 13,INDIA,,96.0,288772.0,Disney+ Hotstar,PG-13,2022-04-08,Released
117,Moana,Thriller,2022,6.9,112,Director 7,INDIA,,171.0,479094.0,Disney+ Hotstar,U/A,2023-05-02,Released
118,Titanic,Romance,2022,6.0,122,Director 10,INDIA,hindi,80.0,872490.0,Netflix,U/A,2024-04-13,Upcoming
119,Pushpa,Horror,2020,7.5,143,Director 15,USA,,183.0,479320.0,Amazon Prime,U,2025-04-19,Released
120,Avatar,Sci-Fi,2023,5.7,122,Director 8,USA,spanish,275.0,801345.0,Amazon Prime,PG-13,2025-11-24,Upcoming
121,Moana,Drama,2019,7.3,149,Director 21,INDIA,spanish,171.0,937684.0,Netflix,U,2025-03-14,Released
122,Titanic,Action,2021,8.0,165,Director 20,INDIA,,23.0,521012.0,Netflix,A,2020-05-18,Upcoming
123,Interstellar,Drama,2019,7.5,125,Director 9,USA,english,227.0,349713.0,Netflix,A,2025-02-22,Released
124,Titanic,Animation,2018,8.4,90,Director 16,USA,,68.0,143235.0,Netflix,PG-13,2020-01-09,Upcoming
125,Inception,Action,2019,8.6,171,Director 13,USA,english,143.0,969398.0,Disney+ Hotstar,A,2021-12-13,Released
127,Bahubali,Sci-Fi,2023,7.440392156862746,114,Director 5,USA,,98.0,424369.0,Netflix,U,2023-05-01,Upcoming
128,Rrr,Thriller,2021,7.5,93,Director 1,USA,english,186.0,112298.0,Amazon Prime,PG-13,2025-02-25,Released
129,Interstellar,Romance,2020,5.7,101,Director 14,JAPAN,hindi,59.0,352738.0,Disney+ Hotstar,PG-13,2021-10-20,Upcoming
130,Jawan,Thriller,2020,6.8,122,Director 15,INDIA,hindi,89.0,717970.0,Disney+ Hotstar,U/A,2021-06-16,Upcoming
131,Kgf,Animation,2022,6.6,115,Director 13,INDIA,english,122.0,658184.0,Disney+ Hotstar,U,2025-08-24,Released
132,Moana,Comedy,2024,8.8,166,Director 16,UK,,149.0,832433.0,Amazon Prime,U,2023-10-15,Upcoming
133,Coco,Horror,2023,7.6,161,Director 3,USA,hindi,201.0,727045.0,Disney+ Hotstar,PG-13,2023-06-25,Released
134,Avatar,Action,2022,7.8,137,Director 12,USA,hindi,276.0,125494.0,Netflix,A,2020-02-14,Released
135,Dangal,Sci-Fi,2022,7.3,136,Director 24,INDIA,english,171.0,,Disney+ Hotstar,U,2025-06-01,Released
136,Interstellar,Action,2019,6.6,134,Director 15,CANADA,hindi,115.0,542405.0,Netflix,U/A,2023-10-15,Upcoming
137,Avatar,Comedy,2022,9.2,103,Director 12,INDIA,hindi,154.0,601540.0,Disney+ Hotstar,A,2024-07-20,Upcoming
138,Jawan,Sci-Fi,2019,8.4,118,Director 20,USA,,80.0,219187.0,Amazon Prime,U/A,2023-07-17,Released
139,Bahubali,Action,2023,9.5,102,Director 18,UK,hindi,115.0,561634.0,Netflix,A,2021-08-01,Released
140,Bahubali,Animation,2021,7.0,136,Director 16,UK,english,132.0,381230.0,Disney+ Hotstar,A,2024-08-06,Upcoming
141,Jawan,Action,2024,7.6,176,Director 2,INDIA,spanish,237.0,949669.0,Netflix,A,2023-01-28,Upcoming
142,Dangal,Comedy,2024,6.0,174,Director 19,INDIA,,239.0,242803.0,Netflix,U/A,2024-01-26,Upcoming
143,Rrr,Romance,2020,9.6,145,Director 22,USA,hindi,230.0,383887.0,Disney+ Hotstar,U/A,2021-03-23,Released
144,Kgf,Romance,2021,7.8,114,Director 21,USA,hindi,67.0,867284.0,Disney+ Hotstar,A,2022-08-15,Released
145,Titanic,Romance,2023,5.3,148,Director 13,CANADA,hindi,273.0,948290.0,Amazon Prime,U/A,2022-08-19,Released
146,Inception,Animation,2018,9.1,136,Director 15,INDIA,hindi,87.0,409162.0,Amazon Prime,U,2022-06-21,Released
147,Dangal,Action,2021,8.5,176,Director 8,USA,,68.0,,Amazon Prime,U,2021-10-05,Upcoming
150,Dangal,Drama,2019,5.4,150,Director 20,JAPAN,,171.0,996308.0,Netflix,U/A,2022-07-24,Released
151,The Batman,Animation,2023,7.5,81,Director 12,INDIA,hindi,235.0,799176.0,Amazon Prime,U,2020-10-01,Released
152,Rrr,Thriller,2022,8.4,178,Director 14,USA,,294.0,256284.0,Netflix,A,2021-09-03,Released
153,Kgf,Romance,2023,6.5,135,Director 24,CANADA,english,242.0,726623.0,Netflix,A,2025-12-22,Released
155,Rrr,Comedy,2021,6.7,143,Director 19,UK,english,72.0,790740.0,Netflix,U/A,2020-09-24,Released
156,Avatar,Thriller,2019,9.6,84,Director 18,USA,hindi,233.0,427277.0,Netflix,A,2025-09-04,Released
157,Interstellar,Action,2021,7.440392156862746,139,Director 10,JAPAN,english,253.0,,Netflix,A,2025-05-19,Released
158,Moana,Sci-Fi,2023,8.7,111,Director 5,INDIA,hindi,171.0,751859.0,Disney+ Hotstar,U,2025-01-11,Upcoming
159,Pushpa,Sci-Fi,2021,5.3,98,Director 23,JAPAN,english,171.0,965532.0,Amazon Prime,A,2020-12-15,Released
160,3 Idiots,Sci-Fi,2022,7.440392156862746,164,Director 5,CANADA,english,181.0,502717.0,Disney+ Hotstar,A,2022-08-11,Released
161,Titanic,Sci-Fi,2018,5.8,139,Director 11,USA,english,126.0,574271.0,Netflix,U,2022-11-06,Released
162,Frozen,Comedy,2023,6.7,145,Director 2,JAPAN,english,109.0,,Amazon Prime,PG-13,2024-12-18,Released
163,Jawan,Drama,2018,7.440392156862746,179,Director 8,UK,hindi,210.0,760086.0,Disney+ Hotstar,A,2020-02-27,Released
164,Frozen,Drama,2018,9.0,122,Director 4,INDIA,hindi,171.0,543841.0,Disney+ Hotstar,PG-13,2023-01-16,Upcoming
165,Interstellar,Romance,2020,5.7,158,Director 20,CANADA,,230.0,590062.0,Netflix,A,2023-03-13,Released
166,The Batman,Action,2021,6.7,149,Director 16,INDIA,spanish,218.0,126326.0,Disney+ Hotstar,U/A,2020-05-01,Upcoming
167,Dangal,Drama,2018,6.2,148,Director 24,INDIA,hindi,218.0,959865.0,Netflix,U/A,2022-10-08,Upcoming
168,Avatar,Sci-Fi,2022,9.6,143,Director 18,JAPAN,hindi,66.0,,Disney+ Hotstar,U/A,2023-09-01,Released
169,Kgf,Drama,2020,9.4,121,Director 2,INDIA,hindi,92.0,966538.0,Amazon Prime,U,2025-12-12,Upcoming
170,Jawan,Drama,2023,8.8,142,Director 21,INDIA,hindi,202.0,703834.0,Netflix,PG-13,2025-12-10,Upcoming
171,3 Idiots,Sci-Fi,2021,8.7,152,Director 2,UK,spanish,133.0,206959.0,Amazon Prime,U/A,2020-12-11,Released
172,Dangal,Comedy,2024,8.1,122,Director 15,INDIA,english,54.0,905110.0,Disney+ Hotstar,U,2023-07-02,Upcoming
173,Interstellar,Thriller,2020,5.5,141,Director 19,CANADA,hindi,37.0,426267.0,Netflix,U,2023-03-11,Released
174,Titanic,Comedy,2020,7.9,141,Director 23,INDIA,hindi,104.0,544160.0,Netflix,U,2021-04-11,Upcoming
175,Rrr,Comedy,2018,7.6,142,Director 5,INDIA,english,171.0,943677.0,Disney+ Hotstar,PG-13,2020-02-07,Released
176,Interstellar,Animation,2024,8.8,140,Director 16,JAPAN,english,218.0,490378.0,Netflix,PG-13,2023-05-02,Upcoming
177,Rrr,Action,2019,8.2,90,Director 22,INDIA,spanish,136.0,960396.0,Disney+ Hotstar,PG-13,2023-11-18,Released
178,Joker,Action,2022,7.5,153,Director 22,UK,english,249.0,271995.0,Netflix,U/A,2023-01-05,Released
179,Coco,Drama,2024,6.5,173,Director 3,USA,hindi,186.0,632469.0,Netflix,PG-13,2021-07-04,Released
180,Jawan,Comedy,2024,7.6,124,Director 14,JAPAN,hindi,262.0,,Amazon Prime,PG-13,2024-10-05,Upcoming
181,Inception,Sci-Fi,2018,9.4,127,Director 1,INDIA,english,271.0,801100.0,Netflix,U/A,2023-12-10,Upcoming
182,Rrr,Comedy,2019,9.4,132,Director 24,INDIA,spanish,48.0,262067.0,Amazon Prime,PG-13,2024-09-05,Released
183,Interstellar,Action,2019,7.440392156862746,86,Director 12,CANADA,english,257.0,750945.0,Netflix,U,2023-06-08,Upcoming
184,Interstellar,Action,2020,9.0,113,Director 24,USA,english,171.0,,Disney+ Hotstar,U/A,2025-04-28,Released
185,Frozen,Action,2024,8.7,81,Director 16,UK,,24.0,722824.0,Amazon Prime,A,2022-07-14,Upcoming
186,Rrr,Action,2024,7.8,80,Director 17,INDIA,spanish,164.0,210493.0,Netflix,A,2022-11-09,Upcoming
187,Rrr,Romance,2020,7.5,110,Director 2,USA,,91.0,771509.0,Amazon Prime,A,2023-07-14,Released
188,Frozen,Romance,2022,7.3,165,Director 12,JAPAN,hindi,112.0,582131.0,Disney+ Hotstar,A,2021-09-24,Upcoming
189,Titanic,Romance,2021,6.6,113,Director 19,JAPAN,hindi,260.0,,Disney+ Hotstar,U,2024-04-16,Released
190,Bahubali,Drama,2019,6.6,152,Director 15,UK,english,112.0,599340.0,Disney+ Hotstar,U/A,2020-11-11,Released
191,Moana,Drama,2022,7.3,177,Director 25,USA,hindi,239.0,588392.0,Netflix,U,2025-04-18,Upcoming
192,Avatar,Action,2019,7.440392156862746,80,Director 21,CANADA,hindi,196.0,205392.0,Disney+ Hotstar,A,2020-02-06,Upcoming
193,Pushpa,Action,2020,8.3,97,Director 11,INDIA,english,104.0,931413.0,Netflix,U/A,2021-12-08,Released
194,Avatar,Horror,2023,5.2,161,Director 9,INDIA,spanish,75.0,120049.0,Disney+ Hotstar,U,2023-08-14,Released
195,Rrr,Romance,2023,7.440392156862746,133,Director 22,USA,,90.0,207523.0,Disney+ Hotstar,U,2020-02-10,Upcoming
196,Frozen,Action,2019,7.0,100,Director 2,INDIA,hindi,266.0,102013.0,Disney+ Hotstar,U,2025-10-04,Upcoming
197,3 Idiots,Comedy,2023,9.3,162,Director 8,INDIA,english,45.0,278895.0,Netflix,A,2022-11-12,Upcoming
198,Jawan,Action,2018,8.2,101,Director 11,INDIA,hindi,157.0,195381.0,Amazon Prime,U/A,2023-07-04,Upcoming
199,Rrr,Animation,2024,9.3,101,Director 4,UK,,101.0,704494.0,Disney+ Hotstar,PG-13,2023-10-06,Upcoming
200,Avatar,Drama,2021,5.5,132,Director 15,INDIA,english,180.0,,Disney+ Hotstar,U/A,2024-06-22,Released
201,Coco,Horror,2023,6.8,151,Director 20,INDIA,english,100.0,580872.0,Amazon Prime,U/A,2022-08-03,Released
202,Kgf,Sci-Fi,2022,6.9,110,Director 3,INDIA,hindi,249.0,610457.0,Amazon Prime,U,2025-12-16,Released
203,Jawan,Action,2018,8.8,159,Director 21,JAPAN,spanish,253.0,472845.0,Netflix,U/A,2022-08-28,Upcoming
204,Dangal,Romance,2019,7.440392156862746,125,Director 21,JAPAN,spanish,74.0,,Netflix,PG-13,2025-12-05,Upcoming
205,Jawan,Comedy,2024,7.2,180,Director 7,INDIA,english,43.0,957688.0,Disney+ Hotstar,U,2023-08-25,Released
207,Rrr,Romance,2021,5.7,157,Director 23,JAPAN,,180.0,666647.0,Netflix,U/A,2025-10-07,Upcoming
208,Dangal,Romance,2019,8.3,121,Director 23,USA,english,233.0,961546.0,Amazon Prime,PG-13,2024-01-26,Released
209,Avatar,Action,2019,8.8,116,Director 22,JAPAN,hindi,171.0,654033.0,Amazon Prime,PG-13,2025-10-04,Released
210,Bahubali,Romance,2023,9.4,129,Director 14,INDIA,spanish,171.0,307635.0,Amazon Prime,U/A,2025-12-21,Upcoming
211,Frozen,Romance,2021,8.3,103,Director 6,USA,hindi,171.0,370133.0,Netflix,A,2023-06-01,Released
212,Inception,Action,2024,8.0,164,Director 10,INDIA,spanish,57.0,425538.0,Netflix,U/A,2024-02-17,Released
213,Coco,Horror,2019,8.2,122,Director 12,JAPAN,hindi,291.0,674843.0,Disney+ Hotstar,U,2022-11-04,Upcoming
214,The Batman,Sci-Fi,2019,8.3,121,Director 13,USA,hindi,164.0,,Disney+ Hotstar,A,2023-09-17,Upcoming
215,Inception,Horror,2022,5.5,178,Director 18,INDIA,,171.0,892218.0,Disney+ Hotstar,PG-13,2021-02-27,Upcoming
216,Titanic,Animation,2023,5.4,86,Director 6,JAPAN,spanish,171.0,364417.0,Amazon Prime,PG-13,2023-07-21,Upcoming
217,Avatar,Action,2023,5.3,175,Director 19,INDIA,,203.0,208296.0,Disney+ Hotstar,A,2022-02-20,Upcoming
218,Bahubali,Animation,2019,5.7,130,Director 18,JAPAN,,211.0,111566.0,Disney+ Hotstar,U/A,2020-01-04,Upcoming
219,Titanic,Horror,2019,8.1,145,Director 5,UK,hindi,149.0,285687.0,Disney+ Hotstar,U,2023-09-28,Released
220,Pushpa,Sci-Fi,2023,9.6,125,Director 5,CANADA,english,55.0,425497.0,Amazon Prime,A,2022-11-20,Released
221,Dangal,Drama,2018,8.8,171,Director 24,USA,english,88.0,439898.0,Amazon Prime,PG-13,2022-06-15,Upcoming
222,Jawan,Romance,2024,9.3,105,Director 9,USA,,171.0,,Disney+ Hotstar,U,2024-10-27,Upcoming
223,Frozen,Action,2022,8.7,126,Director 13,CANADA,spanish,168.0,613522.0,Netflix,PG-13,2020-09-12,Released
224,Interstellar,Drama,2019,7.7,98,Director 24,INDIA,english,171.0,337064.0,Amazon Prime,A,2025-01-08,Released
225,Dangal,Action,2018,6.6,170,Director 17,JAPAN,,298.0,485669.0,Amazon Prime,A,2020-11-19,Upcoming
226,Bahubali,Thriller,2020,6.7,141,Director 20,INDIA,spanish,245.0,178526.0,Disney+ Hotstar,A,2021-03-07,Released
227,Dangal,Romance,2019,6.6,94,Director 16,INDIA,hindi,102.0,520022.0,Netflix,U,2024-10-05,Released
228,3 Idiots,Sci-Fi,2019,7.440392156862746,113,Director 6,USA,spanish,29.0,845677.0,Amazon Prime,U,2024-08-07,Upcoming
229,Joker,Sci-Fi,2019,8.9,103,Director 20,JAPAN,hindi,195.0,710604.0,Netflix,U/A,2021-07-13,Released
230,Avatar,Action,2023,5.7,92,Director 6,INDIA,spanish,292.0,220095.0,Amazon Prime,U/A,2020-09-20,Upcoming
231,Coco,Action,2021,8.9,178,Director 13,INDIA,spanish,70.0,360488.0,Netflix,U,2024-10-10,Upcoming
232,Rrr,Action,2022,7.5,128,Director 21,CANADA,,229.0,258436.0,Disney+ Hotstar,A,2023-09-09,Upcoming
